datum	2018	2019	2020	2021	2022	2023	2024	2025	2030	2035	2040	2050
03/01/00 12:00	 € 0.04140000000 	 € 0.07370000000 	 € 0.04490000000 	 € 0.06090000000 	 € 0.12000000000 	 € 0.16450000000 	 € 0.06000000000 	 € 0.08380000000 	 € 0.00001000000 	 € 0.00002000000 	 € -   	 € 0.00001000000 
03/01/00 13:00	 € 0.04280000000 	 € 0.07030000000 	 € 0.03970000000 	 € 0.05900000000 	 € 0.12260000000 	 € 0.16090000000 	 € 0.05886000000 	 € 0.09720000000 	 € 0.00002000000 	 € 0.00002000000 	 € -   	 € 0.00001000000 
03/01/00 14:00	 € 0.03940000000 	 € 0.06990000000 	 € 0.03900000000 	 € 0.05270000000 	 € 0.13820000000 	 € 0.16310000000 	 € 0.06086000000 	 € 0.11705000000 	 € -   	 € -   	 € -   	 € -   
03/01/00 15:00	 € 0.03700000000 	 € 0.06850000000 	 € 0.03840000000 	 € 0.04470000000 	 € 0.14310000000 	 € 0.16680000000 	 € 0.07600000000 	 € 0.14999000000 	 € -   	 € 0.00539932728 	 € 0.00001000000 	 € 0.00002000000 
03/01/00 16:00	 € 0.04310000000 	 € 0.07000000000 	 € 0.03890000000 	 € 0.05770000000 	 € 0.13600000000 	 € 0.16660000000 	 € 0.07900000000 	 € 0.12580000000 	 € -   	 € 0.02500000000 	 € 0.00001000000 	 € 0.00001000000 
03/01/00 17:00	 € 0.05990000000 	 € 0.07370000000 	 € 0.04750000000 	 € 0.07000000000 	 € 0.14850000000 	 € 0.17080000000 	 € 0.10100000000 	 € 0.14993000000 	 € -   	 € 0.02500000000 	 € 0.00001000000 	 € 0.00002000000 
03/01/00 18:00	 € 0.03670000000 	 € 0.08370000000 	 € 0.04980000000 	 € 0.05990000000 	 € 0.21400000000 	 € 0.16900000000 	 € 0.11460000000 	 € 0.13320000000 	 € -   	 € -   	 € 0.00001000000 	 € 0.00001000000 
03/01/00 19:00	 € 0.04170000000 	 € 0.07130000000 	 € 0.04580000000 	 € 0.04430000000 	 € 0.19200000000 	 € 0.16100000000 	 € 0.10000000000 	 € 0.12430000000 	 € -   	 € -   	 € 0.00001000000 	 € 0.00001000000 
03/01/00 20:00	 € 0.04740000000 	 € 0.06840000000 	 € 0.04450000000 	 € 0.04200000000 	 € 0.14980000000 	 € 0.14960000000 	 € 0.07323000000 	 € 0.12500000000 	 € -   	 € 0.00001000000 	 € 0.00001000000 	 € 0.00001000000 
03/01/00 21:00	 € 0.03580000000 	 € 0.06170000000 	 € 0.03300000000 	 € 0.04120000000 	 € 0.14420000000 	 € 0.13060000000 	 € 0.06741000000 	 € 0.15520000000 	 € -   	 € 0.00001000000 	 € 0.00001000000 	 € 0.00001000000 
